"FMP_AREA","GEAR","SECTOR","GROUNDFISH_TARGET_SPECIES","SPECIES","YEAR","RETCATCH_MT","PERCENT_CATCH_SUPPRESSED"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Rockfish","Other Flatfish","2005",4,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Other Flatfish","All Groundfish","2005",947,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Pollock, Bottom","Rock Sole","2005",26,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Pollock, Bottom","Rock Sole","2005",36,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Flathead Sole","Turbot","2005",136,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Flathead Sole","Yellowfin Sole","2005",1729,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Pollock, Bottom","Flathead Sole","2005",50,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Pollock, Bottom","Flathead Sole","2005",149,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Pollock, Bottom","Other Groundfish","2005",10,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Pollock, Bottom","Other Groundfish","2005",456,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Rock Sole","Yellowfin Sole","2005",6243,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Rock Sole","Yellowfin Sole","2005",-9999,"100%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Rockfish","All Groundfish","2005",7709,"1-5%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Pollock, Bottom","Other Flatfish","2005",6,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Pollock, Bottom","Other Flatfish","2005",46,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Rock Sole","Rock Sole","2005",13880,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Rock Sole","Rock Sole","2005",-9999,"100%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Rock Sole","Sablefish","2005",3,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Rock Sole","Turbot","2005",-9999,"100%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Yellowfin","Sablefish","2005",1,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Yellowfin","Turbot","2005",0,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Yellowfin","Yellowfin Sole","2005",76539,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Yellowfin","Yellowfin Sole","2005",-9999,"100%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Rock Sole","Pollock","2005",-9999,"100%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Rock Sole","Pollock","2005",3799,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Yellowfin","Rock Sole","2005",6059,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Yellowfin","Rock Sole","2005",-9999,"100%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Yellowfin","Rockfish","2005",-9999,"100%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Flathead Sole","Rock Sole","2005",598,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Flathead Sole","Rockfish","2005",17,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Flathead Sole","Sablefish","2005",31,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Yellowfin","Pacific Cod","2005",3597,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Yellowfin","Pacific Cod","2005",-9999,"100%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Yellowfin","Pollock","2005",-9999,"100%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Yellowfin","Pollock","2005",7051,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Pollock, Bottom","Arrowtooth","2005",46,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Pollock, Bottom","Arrowtooth","2005",11,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Pollock, Bottom","Atka Mackerel","2005",372,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Pollock, Bottom","Atka Mackerel","2005",0,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Rock Sole","Pacific Cod","2005",5078,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Rock Sole","Pacific Cod","2005",-9999,"100%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Yellowfin","Flathead Sole","2005",960,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Yellowfin","Flathead Sole","2005",-9999,"100%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Yellowfin","Other Groundfish","2005",327,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Pacific Cod","Yellowfin Sole","2005",0,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Pacific Cod","Yellowfin Sole","2005",255,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Pollock, Bottom","All Groundfish","2005",29070,"<1%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Pollock, Bottom","All Groundfish","2005",3172,"1-5%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Rock Sole","Other Groundfish","2005",117,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Rock Sole","Other Groundfish","2005",-9999,"100%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Pacific Cod","Rockfish","2005",152,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Pacific Cod","Rockfish","2005",-9999,"100%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Pacific Cod","Sablefish","2005",23,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Pacific Cod","Turbot","2005",4,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Rock Sole","Atka Mackerel","2005",41,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Rock Sole","Other Flatfish","2005",81,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Rock Sole","Other Flatfish","2005",-9999,"100%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Rock Sole","Flathead Sole","2005",-9999,"100%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Rock Sole","Flathead Sole","2005",665,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Pacific Cod","Pollock","2005",546,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Pacific Cod","Pollock","2005",3455,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Pacific Cod","Rock Sole","2005",8,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Pacific Cod","Rock Sole","2005",2913,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Rock Sole","All Groundfish","2005",-9999,"100%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Rock Sole","All Groundfish","2005",30192,"<1%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Rock Sole","Arrowtooth","2005",286,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Yellowfin","Atka Mackerel","2005",-9999,"100%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Yellowfin","Other Flatfish","2005",832,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Pollock, Pelagic","Turbot","2005",5,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Pollock, Pelagic","Turbot","2005",13,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Pollock, Pelagic","Yellowfin Sole","2005",1,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Pollock, Pelagic","Yellowfin Sole","2005",5,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Turbot","Turbot","2005",-9999,"100%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Yellowfin","All Groundfish","2005",-9999,"100%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Yellowfin","All Groundfish","2005",95767,"<1%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Yellowfin","Arrowtooth","2005",401,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Pollock, Pelagic","Sablefish","2005",0,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Pollock, Pelagic","Sablefish","2005",8,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Turbot","Other Groundfish","2005",-9999,"100%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Turbot","Rock Sole","2005",-9999,"100%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Turbot","Rockfish","2005",-9999,"100%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Turbot","Sablefish","2005",-9999,"100%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Pacific Cod","Other Groundfish","2005",64,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Pacific Cod","Other Groundfish","2005",185,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Pacific Cod","Pacific Cod","2005",30920,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Pacific Cod","Pacific Cod","2005",19658,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Pollock, Pelagic","Rock Sole","2005",254,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Pollock, Pelagic","Rock Sole","2005",256,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Turbot","All Groundfish","2005",-9999,"100%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Turbot","Arrowtooth","2005",-9999,"100%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Turbot","Other Flatfish","2005",-9999,"100%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Turbot","Flathead Sole","2005",-9999,"100%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Pacific Cod","Flathead Sole","2005",4,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Pacific Cod","Flathead Sole","2005",467,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Pollock, Pelagic","Rockfish","2005",204,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Pollock, Pelagic","Rockfish","2005",290,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Sablefish","Rockfish","2005",-9999,"100%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Sablefish","Sablefish","2005",-9999,"100%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Sablefish","Turbot","2005",-9999,"100%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Pacific Cod","Atka Mackerel","2005",0,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Pacific Cod","Atka Mackerel","2005",453,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Pacific Cod","Other Flatfish","2005",8,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Pacific Cod","Other Flatfish","2005",370,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Pollock, Pelagic","Pollock","2005",648596,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Pollock, Pelagic","Pollock","2005",767161,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Sablefish","Flathead Sole","2005",-9999,"100%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Pacific Cod","All Groundfish","2005",29162,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Pacific Cod","All Groundfish","2005",31551,"<1%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Pacific Cod","Arrowtooth","2005",1,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Pacific Cod","Arrowtooth","2005",1227,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Pollock, Pelagic","Other Groundfish","2005",469,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Pollock, Pelagic","Other Groundfish","2005",338,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Pollock, Pelagic","Pacific Cod","2005",3934,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Pollock, Pelagic","Pacific Cod","2005",2428,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Sablefish","Other Groundfish","2005",-9999,"100%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Rockfish","Turbot","2005",-9999,"100%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Other Flatfish","Rockfish","2005",41,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Other Flatfish","Sablefish","2005",24,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Other Flatfish","Turbot","2005",29,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Other Flatfish","Yellowfin Sole","2005",6,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Pollock, Pelagic","Flathead Sole","2005",449,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Pollock, Pelagic","Flathead Sole","2005",797,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Sablefish","All Groundfish","2005",-9999,"100%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Sablefish","Arrowtooth","2005",-9999,"100%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Sablefish","Other Flatfish","2005",-9999,"100%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Other Flatfish","Pollock","2005",47,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Other Flatfish","Rock Sole","2005",19,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Pollock, Pelagic","Atka Mackerel","2005",174,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Pollock, Pelagic","Atka Mackerel","2005",11,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Pollock, Pelagic","Other Flatfish","2005",66,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Pollock, Pelagic","Other Flatfish","2005",177,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Rockfish","Rockfish","2005",6773,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Rockfish","Sablefish","2005",97,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","Pacific Cod","Pacific Cod","2005",1220,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Pacific Cod","Pacific Cod","2005",112081,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Pollock, Pelagic","All Groundfish","2005",773569,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Pollock, Pelagic","All Groundfish","2005",652443,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Pollock, Pelagic","Arrowtooth","2005",78,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Pollock, Pelagic","Arrowtooth","2005",299,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Rockfish","Pollock","2005",434,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Rockfish","Rock Sole","2005",0,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Arrowtooth","Other Groundfish","2005",65,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Arrowtooth","Pacific Cod","2005",447,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Arrowtooth","Pollock","2005",412,"0%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Processors","All Target Species","Rock Sole","2005",23954,"<1%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Vessels","All Target Species","Rock Sole","2005",287,"25-50%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Vessels","All Target Species","Rockfish","2005",423,"1-5%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Processors","All Target Species","Rockfish","2005",9655,"1-5%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Processors","All Target Species","Pollock","2005",672160,"<1%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Vessels","All Target Species","Pollock","2005",794719,"<1%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Pacific Cod","Other Flatfish","2005",8,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Pacific Cod","Flathead Sole","2005",70,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","Pacific Cod","Other Groundfish","2005",-9999,"100%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Pacific Cod","Other Groundfish","2005",6360,"0%"
"Bering Sea and Aleutian Islands","Pot","Catcher Vessels","All Target Species","Turbot","2005",5,"0%"
"Bering Sea and Aleutian Islands","Pot","Catcher Processors","All Target Species","Turbot","2005",-9999,"100%"
"Bering Sea and Aleutian Islands","Pot","Catcher Vessels","All Target Species","Yellowfin Sole","2005",0,"0%"
"Bering Sea and Aleutian Islands","Pot","Catcher Vessels","Pacific Cod","All Groundfish","2005",13909,"<1%"
"Bering Sea and Aleutian Islands","Pot","Catcher Processors","Pacific Cod","All Groundfish","2005",-9999,"100%"
"Bering Sea and Aleutian Islands","Pot","Catcher Vessels","All Target Species","Rockfish","2005",1,"0%"
"Bering Sea and Aleutian Islands","Pot","Catcher Vessels","All Target Species","Sablefish","2005",1248,"0%"
"Bering Sea and Aleutian Islands","Pot","Catcher Processors","All Target Species","Sablefish","2005",-9999,"100%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Arrowtooth","Arrowtooth","2005",1735,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Arrowtooth","Atka Mackerel","2005",143,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Arrowtooth","Other Flatfish","2005",437,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Arrowtooth","Flathead Sole","2005",246,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","All Target Species","Yellowfin Sole","2005",84818,"<1%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","All Target Species","Yellowfin Sole","2005",1,"75-99%"
