Fish:,Eureka,Fort Bragg,Bodega Bay,San Francisco,Monterey,Morro Bay,Santa Barbara,Los Angeles,San Diego
"Rockfish, group red","51,075","5,755","23,073","136,095","115,830","131,282","450,737","97,420","33,441"
"","$36,978","$2,956","$14,230","$81,942","$81,629","$166,543","$467,234","$135,981","$40,785"
"Rockfish, group rosefish",,"19,000",,"79,081","347,586","204,996",1,265,
"",,"$4,940",,"$24,566","$133,761","$56,745",$1,$278,
"Rockfish, group small","456,935","190,194","54,404","45,107","135,405","36,815","3,317","1,555",602
"","$137,934","$50,099","$17,033","$17,660","$37,873","$23,797","$2,825","$2,007",$480
"Rockfish, kelp",,,63,61,289,"4,597",297,,
"",,,$54,$43,$244,"$5,327",$416,,
"Rockfish, olive",,,,200,101,263,,,
"",,,,$140,$51,$120,,,
"Rockfish, Pacific ocean perch",,,,,,,20,,
"",,,,,,,$7,,
"Rockfish, quillback","6,670","1,021",,"2,556","1,201",,,,
"","$8,644","$1,157",,"$6,296",$360,,,,
"Rockfish, redbanded","1,862",250,,,,,61,,
"","$1,153",$135,,,,,$72,,
Table 5i (continued) Rockfish:,Eureka,Fort Bragg,Bodega Bay,San Francisco,Monterey,Morro Bay,Santa Barbara,Los Angeles,San Diego
"Rockfish, rosethorn",578,"8,129",,"1,038",503,,,,
"",$402,"$3,951",,$768,$232,,,,
"Rockfish, rosy",,,,202,,,,,
"",,,,$103,,,,,
"Rockfish, shortbelly",,,,"8,246","4,354",,,,
"",,,,$825,"$1,132",,,,
"Rockfish, speckled",,,,,,10,,,
"",,,,,,$10,,,
"Rockfish, splitnose",18,,,,,,,,
"",$32,,,,,,,,
"Rockfish, squarespot",,,,85,9,,,,
"",,,,$34,$7,,,,
"Rockfish, starry",,,,107,,8,"3,170","1,765",
"",,,,$305,,$2,"$3,577","$2,882",
"Rockfish, treefish",,,,,,187,10,,2
"",,,,,,$647,$58,,$8
"Rockfish, unspecified","988,952","1,678,213","297,922","360,426","162,345","488,910","192,006","72,071","88,669"
"","$392,671","$638,518","$130,694","$181,079","$84,112","$252,032","$142,787","$84,295","$88,404"
"Rockfish, vermilion","5,143","1,908",109,"27,380","10,712",207,360,320,362
"","$4,740","$1,645",$60,"$22,449","$12,369",$255,$709,$550,$456
"Rockfish, widow","1,621,406","524,096","501,300","544,379","426,737","114,669","4,195","4,800",
"","$542,969","$176,818","$172,113","$215,762","$188,651","$48,485","$1,798","$1,577",
"Rockfish, yelloweye","37,224","24,749",86,"2,069","2,553",38,230,,
"","$51,509","$30,906",$54,"$2,174","$2,608",$171,$276,,
"Rockfish, yellowtail","249,127","54,379","19,657","137,836","59,224","10,334","3,065",64,
"","$97,960","$28,381","$8,901","$70,267","$37,887","$5,261","$1,226",$82,
"",,,,,,,,,
Crustaceans:,,,,,,,,,
"Crab, box",,,7,,,,20,,55
"",,,$7,,,,$17,,$55
"Crab, claws",,,,,,953,"1,771",347,741
"",,,,,,$626,"$1,505",$249,$792
"Crab, Dungeness","5,722,383","792,304","989,479","1,510,200","175,488","44,314",45,"2,327",705
"","$8,234,570","$1,513,995","$1,724,293","$2,730,724","$328,018","$113,831",$83,"$4,380",$883
"Crab, king",,,,,,34,81,,
"",,,,,,$136,$81,,
Table 5i (continued) Crustaceans:,Eureka,Fort Bragg,Bodega Bay,San Francisco,Monterey,Morro Bay,Santa Barbara,Los Angeles,San Diego
"Crab, red rock",,,,,,,1,20,
"",,,,,,,$1,$22,
"Crab, rock unspecified","16,173",196,"17,232","50,705","24,383","247,779","393,635","78,143","107,289"
"","$21,351",$390,"$23,667","$58,774","$29,714","$277,165","$473,568","$99,005","$119,569"
"Crab, sand",,51,,,,,,,
"",,"$1,275",,,,,,,
"Crab, shore",,,,,,,,,40
"",,,,,,,,,$40
"Crab, spider",625,,,2,,"2,960","35,319","13,398","7,122"
"",$625,,,$7,,"$2,655","$29,004","$11,315","$4,115"
"Crab, tanner","5,914",,10,,520,342,,55,
"","$5,914",,$10,,$590,"$1,368",,$29,
"Crab, yellow rock",,,,,,,"111,760",,
"",,,,,,,"$134,166",,
"Crustacean, unspecified",,,,,,,,19,
"",,,,,,,,$49,
"Lobster, California spiny",66,,,197,,71,"205,074","185,799","224,976"
"",$590,,,"$1,633",,$571,"$1,713,798","$1,476,342","$1,654,057"
"Prawn, ridgeback",,,,,,13,"371,870","42,777",
"",,,,,,$9,"$428,014","$38,057",
"Prawn, spot",123,17,,43,"24,566","221,367","97,578","27,425","23,816"
"",$769,$107,,$283,"$165,919","$1,407,994","$647,689","$212,038","$161,366"
"Shrimp, bay","1,951",,"17,890","78,197",15,,,,
"","$8,484",,"$89,583","$328,074",$4,,,,
"Shrimp, brine",,,,"935,656",,,,,"9,361"
"",,,,"$795,308",,,,,"$7,957"
"Shrimp, coonstriped","2,486",,,,,,,,
"","$3,729",,,,,,,,
"Shrimp, Pacific Ocean","4,303,117","235,719",,,,"1,178,501","67,607",,
"","$3,109,191","$173,566",,,,"$867,371","$53,315",,
"Shrimp, red rock",,,,,,,,186,
"",,,,,,,,$276,
"Shrimp, unspecified",,,,,,,105,,
"",,,,,,,$158,,
Table 5i (continued) Echinoderms:,Eureka,Fort Bragg,Bodega Bay,San Francisco,Monterey,Morro Bay,Santa Barbara,Los Angeles,San Diego
"Echinoderm, unspecified",,,,,,,,15,
"",,,,,,,,$75,
"Sea cucumber, unspecified",,,"4,173",,200,52,"402,959","159,501","23,003"
"",,,"$4,173",,$40,$13,"$276,484","$117,635","$14,381"
Sea stars,,,,55,,,,320,
"",,,,$36,,,,$371,
"Urchin, purple sea",871,"28,850","3,480",535,,,"25,896","17,880","2,290"
"","$1,008","$24,380","$13,296",$321,,,"$22,325","$26,017","$2,134"
"Urchin, red","95,709","3,867,355","763,529","12,854",,"1,611","10,420,925","5,623,443","1,471,395"
"","$63,351","$3,517,144","$607,810","$6,518",,"$1,289","$10,969,876","$5,486,396","$1,854,496"
"Urchin, white",,,80,,,,,"3,807",
"",,,$160,,,,,"$8,736",
"",,,,,,,,,
Mollusks:,,,,,,,,,
"Abalone, green",,,,,,,115,765,194
"",,,,,,,"$1,283","$9,269","$1,958"
"Abalone, pink",,,,,,10,"6,042","7,810","2,535"
"",,,,,,$100,"$63,509","$84,074","$24,964"
"Abalone, pinto",,,,,,,46,,
"",,,,,,,$130,,
"Abalone, red",,,15,"73,500",,"2,816","166,173","1,155","1,148"
"",,,$141,"$686,635",,"$26,319","$1,571,292","$10,874","$10,551"
"Abalone, threaded",,,,,,,1,,
"",,,,,,,$10,,
"Abalone, white",,,,,,,20,17,
"",,,,,,,$300,$340,
"Chiton, unspecified",,,,,,,,,21
"",,,,,,,,,$26
"Clam, California jackknife",,,,,,,,"2,561",
"",,,,,,,,"$5,504",
"Clam, gaper",,,5,,,,,,
"",,,$5,,,,,,
"Clam, rosy razor",,,,230,,,,,50
"",,,,$173,,,,,$40
"Limpet, unspecified",54,,,22,,,,758,
"",$21,,,$119,,,,"$4,421",
Table 5i (continued) Mollusks:,Eureka,Fort Bragg,Bodega Bay,San Francisco,Monterey,Morro Bay,Santa Barbara,Los Angeles,San Diego
Mussel,,,,,,,40,"13,946",
"",,,,,,,$30,"$10,477",
"Octopus, unspecified","1,987",321,,101,78,62,139,"2,838",56
"","$1,095",$161,,$89,$39,$127,$51,"$2,972",$56
"Oyster, unspecified",,,,3,,,,,
"",,,,$1,,,,,
"Scallop, rock",,,,,,,35,,
"",,,,,,,$17,,
Sea hare,,,,,,,5,"6,068",
"",,,,,,,$30,"$46,201",
Sea slug,,,,,,,,128,120
"",,,,,,,,$322,$721
"Snail, bubble",,,,,,,,385,
"",,,,,,,,"$3,943",
"Snail, sea",4,,,85,,9,543,"2,722","3,547"
"",$6,,,$72,,$4,$201,"$8,717",$956
"Snails, moon",,,,6,,,,140,
"",,,,$3,,,,$70,
"Squid, market","3,862",,"16,500","1,629,986","5,399,325","402,448","111,621,535","40,610,098","1,655"
"",$463,,"$2,475","$214,795","$815,196","$35,542","$15,828,003","$5,158,210",$579
"Whelk, Kellet's",,,,,,,"11,204","16,713","2,042"
"",,,,,,,"$3,629","$7,059","$1,017"
"",,,,,,,,,
Plants:,,,,,,,,,
"Algae, marine",,,,,,,,170,
"",,,,,,,,$174,
"",,,,,,,,,
Miscellaneous:,,,,,,,,,
"Invertebrates, colonial",,,,,,,,379,
"",,,,,,,,"$1,550",
Sponges,,,,,,,,8,
"",,,,,,,,$24,
Tunicates,,,10,,,,,241,
"",,,$20,,,,,$907,
"Worms, marine",,,,,,,132,12,
"",,,,,,,$152,$24,
Table 5i (continued) Miscellaneous:,Eureka,Fort Bragg,Bodega Bay,San Francisco,Monterey,Morro Bay,Santa Barbara,Los Angeles,San Diego
Unspecified species,,"8,106",51,292,175,684,217,"94,852",
"",,"$4,171",$26,$846,$199,$530,$470,"$39,373",
"",,,,,,,,,
Total pounds,"37,892,397","14,701,931","7,255,109","23,959,424","34,083,725","9,904,222","129,075,723","169,279,422","4,092,447"
Total ex-vessel value (dollars),"$23,226,641","$11,711,293","$6,758,875","$23,705,077","$13,106,182","$9,479,673","$36,734,255","$29,166,586","$7,001,571"
Fish:,Eureka,Fort Bragg,Bodega Bay,San Francisco,Monterey,Morro Bay,Santa Barbara,Los Angeles,San Diego
"Anchovy, deepbody",,,,,,,,50,
"",,,,,,,,$25,
"Anchovy, northern",,,,"231,772","7,834,859",,"830,420","526,092","323,631"
"",,,,"$24,844","$342,397",,"$149,867","$22,243","$79,290"
"Barracuda, California",,,,,,21,"14,417","351,578","3,118"
"",,,,,,$18,"$9,999","$133,560","$3,934"
"Bass, giant sea",,,,,,,906,763,154
"",,,,,,,"$1,616",$919,$215
Blacksmith,,,,,,,,"1,207",
"",,,,,,,,"$1,418",
"Bonito, Pacific",,,,,371,,"181,509","794,816","3,775"
"",,,,,$461,,"$22,673","$176,040",$658
Butterfish (Pacific pompano),,,,"1,067","4,571",28,"1,745",83,
"",,,,"$1,070","$9,765",$17,$974,$8,
Cabezon,"3,199","25,396","1,408",699,"2,320","188,206","22,675",315,"1,013"
"","$1,609","$55,088","$4,098",$941,"$7,258","$676,813","$94,061",$488,"$2,254"
"Cod, Pacific",10,,,,,,,,
"",$4,,,,,,,,
"Corvina, shortfin",,,,,,,,,"1,245"
"",,,,,,,,,$929
"Croaker, unspecified",,,,,,,20,,
"",,,,,,,$10,,
"Croaker, white",,68,184,"39,587","119,701","1,882","104,321","153,923","109,120"
"",,$27,$157,"$24,450","$51,575",$681,"$59,717","$115,655","$63,274"
Dolphin (fish),,,,,,,"18,308",929,265
"",,,,,,,"$9,245",$952,$460
Table 5j (continued) Fish:,Eureka,Fort Bragg,Bodega Bay,San Francisco,Monterey,Morro Bay,Santa Barbara,Los Angeles,San Diego
Eel,,,,11,,23,13,40,45
"",,,,$44,,$87,$33,$80,$90
"Eel, California moray",,,,,,,166,"4,089",636
"",,,,,,,"$1,180","$13,226","$1,938"
"Eel, spotted cusk-",,,,,,,,,128
"",,,,,,,,,$64
"Eel, wolf (wolf-eel)",,38,,5,,,,,
"",,$72,,$6,,,,,
Escolar,,,,,,,"1,260",219,40
"",,,,,,,"$1,132",$421,$80
"Fish, unspecified","5,202",,400,70,43,6,639,54,108
"","$1,731",,$317,$267,$43,$5,$311,$156,$68
"Flounder, arrowtooth","108,382",146,3,"1,884",,,,,
"","$10,991",$15,$0.3,$838,,,,,
"Flounder, starry","15,705",,64,"24,864","8,424",153,76,,
"","$5,943",,$23,"$11,441","$3,568",$210,$131,,
"Flounder, unspecified",,5,4,216,"1,493","9,569",39,,
"",,$8,$5,$173,$854,"$13,524",$160,,
"Goby, yellowfin",,,57,"1,310",,,,,
"",,,$249,"$1,513",,,,,
"Greenling, kelp",4,"1,527",227,244,506,"1,736",,"1,466",
"",$2,82,$225,$329,$709,"$6,848",,"$2,281",
Grenadiers,"262,506","174,149","45,694","36,524","1,989,811","1,260",,,
"","$31,498","$20,880","$5,483","$5,012","$289,733",$258,,,
"Guitarfish, shovelnose",,,,,,511,"8,181","3,882",4
"",,,,,,$303,"$5,065","$5,075",$3
Hagfish,"51,083","131,347",,,,,,15,
"","$8,957","$27,757",,,,,,$3,
Halfmoon,,,,,,266,222,53,
"",,,,,,$200,$356,$50,
"Halibut, California","32,022",193,"13,293","364,685","111,834","45,644","220,645","86,361","39,559"
"","$59,468",$501,"$30,476","$909,669","$257,518","$126,300","$677,951","$288,150","$138,397"
"Halibut, Pacific",341,"7,163",,,,,,,
"",$853,"$18,253",,,,,,,
"Halibut, unspecified",,,,,,,,27,
"",,,,,,,,$36,
Herring roe on kelp,,,,"255,162",,,,,
"",,,,"$807,208",,,,,
Table 5j (continued) Fish:,Eureka,Fort Bragg,Bodega Bay,San Francisco,Monterey,Morro Bay,Santa Barbara,Los Angeles,San Diego
"Herring, Pacific",,,,,"548,083",,,,
"",,,,,"$403,171",,,,
"Herring, roe","189,180","5,393","708,418","10,476,689",,,,,
"","$259,390","$8,828","$1,048,547","$12,938,277",,,,,
"Herring, round",,"1,390",,,,,,"46,431",
"",,$348,,,,,,"$2,284",
Jacksmelt,,,244,34,"7,710",,,"28,674",
"",,,$61,$21,"$4,911",,,"$16,602",
Kelpfishes,,,,,,,,350,
"",,,,,,,,$70,
Lingcod,"274,385","184,062","52,240","306,995","158,503","70,551","16,498","2,295",423
"","$131,136","$97,214","$27,056","$173,971","$73,904","$56,101","$10,862","$2,021",$575
"Lizardfish, California",,,,,,,909,"7,173","2,122"
"",,,,,,,$324,"$2,158",$699
Louvar,116,,426,659,"4,564",556,111,150,"2,931"
"",$232,,$385,"$1,527","$14,170","$1,692",$549,$485,"$11,226"
"Mackerel, bullet",,,,,"3,433",,,,240
"",,,,,$481,,,,$34
"Mackerel, jack",,,,"1,740","200,564",,"67,889","4,527,810",
"",,,,$563,"$15,020",,"$4,148","$275,137",
"Mackerel, Pacific","4,916",805,54,"7,832","1,549,908",24,"219,166","19,318,160","56,905"
"",$737,$190,$14,"$1,934","$101,997",$5,"$45,739","$1,137,299","$15,053"
"Mackerel, unspecified","6,090",,,"1,932",,,16,82,
"","$1,523",,,$483,,,$4,$16,
"Mullet, striped",,,,,,,,"3,469","7,007"
"",,,,,,,,$867,"$4,968"
Oilfish,,,,,,,"2,934",230,2
"",,,,,,,"$5,864",$460,$4
Opah,862,185,"1,816","8,987","39,530","9,089","7,577","15,457","97,469"
"",$408,$93,$930,"$4,138","$15,957","$4,281","$3,009","$6,847","$48,818"
Opaleye,,,,,,,197,789,
"",,,,,,,$379,$499,
"Prickleback, monkeyface",,,,295,,266,,,
"",,,,$885,,$917,,,
Queenfish,,,,,143,,,,
"",,,,,$63,,,,
"Ray, bat",,,,,,,985,"2,169",
"",,,,,,,$202,$445,
Table 5j (continued) Fish:,Eureka,Fort Bragg,Bodega Bay,San Francisco,Monterey,Morro Bay,Santa Barbara,Los Angeles,San Diego
"Ray, Pacific electric",,,,,,,"1,953",135,
"",,,,,,,"$10,784",$888,
"Ray, unspecified",,,,,86,,30,10,
"",,,,,$120,,$6,$10,
Sablefish,"2,283,617","1,297,441","317,798","802,725","1,546,409","491,119","37,858","200,951","20,279"
"","$2,798,640","$1,739,579","$401,529","$947,593","$1,937,685","$424,941","$50,107","$242,375","$18,248"
Salmon,54,149,,21,"1,619",61,78,,
"",$104,$311,,$26,"$3,333",$143,$195,,
"Salmon, Chinook","126,172","247,553","326,674","1,369,176","1,874,609","121,699","47,442","1,195",
"","$214,186","$378,215","$481,367","$1,991,903","$2,551,871","$223,662","$107,549","$1,677",
"Salmon, coho",,7,7,,,,,,
"",,$7,$7,,,,,,
"Salmon, pink",,,,,7,,,,
"",,,,,$6,,,,
"Salmon, roe (Chinook and coho)",,"1,021",486,487,,,,,
"",,"$1,479",$530,$854,,,,,
Sanddab,"499,646","17,429",591,"909,232","247,579","52,005",35,"6,614","4,041"
"","$173,773","$9,002",$185,"$317,324","$72,285","$3,800",$37,"$14,061","$5,358"
"Sanddab, Pacific",,,,,,958,,,
"",,,,,,$270,,,
"Sardine, Pacific",583,,,,"17,610,219",,"1,424,727","52,739,868","2,648"
"",$117,,,,"$861,233",,"$52,873","$2,179,475","$1,114"
"Scorpionfish, California",,6,,,,,"9,578","47,175","19,890"
"",,$3,,,,,"$15,360","$70,805","$29,760"
"Sculpin, staghorn",,,686,948,,,64,,13
"",,,"$2,933","$3,806",,,$244,,$26
"Seabass, white",,,,40,816,553,"70,150","14,076","10,526"
"",,,,$70,"$1,638","$1,300","$146,850","$30,474","$16,909"
"Shad, American",,,,338,,6,,,34
"",,,,$118,,$2,,,$12
"Shad, threadfin",,,,"68,022",,,,,
"",,,,"$109,958",,,,,
"Shark, bigeye thresher",231,,,,"1,942",590,257,"2,349","19,372"
"",$150,,,,"$1,606",$236,$64,"$1,863","$12,513"
"Shark, blue",,,,15,4,,176,122,3
"",,,,$15,$2,,$41,$37,$1
"Shark, brown smoothhound",,,,4,,,,878,
"",,,,$4,,,,$378,
Table 5j (continued) Fish:,Eureka,Fort Bragg,Bodega Bay,San Francisco,Monterey,Morro Bay,Santa Barbara,Los Angeles,San Diego
"Shark, gray smoothhound",,,,,,,172,460,128
"",,,,,,,$93,$64,$49
"Shark, leopard","1,052",,,"4,497","1,211",144,"3,273","3,599",74
"","$1,052",,,"$2,115",$759,$78,"$2,682","$4,455",$82
"Shark, Pacific angel",,,,,283,"5,137","11,259","1,006",310
"",,,,,$154,"$3,774","$9,828",$329,$213
"Shark, pelagic thresher",,,,,682,,,720,102
"",,,,,"$1,023",,,$432,$102
"Shark, sevengill",,,,,75,14,,,
"",,,,,$49,$9,,,
"Shark, shortfin mako",135,396,641,"3,656","15,056","4,252","24,229","22,941","70,848"
"",$156,$564,$850,"$4,358","$18,264","$5,510","$27,424","$26,047","$79,896"
"Shark, smooth hammerhead",,,,,,,,384,134
"",,,,,,,,$230,$7
"Shark, soupfin","1,457",940,81,"5,638","7,867","4,826","20,962","8,186","33,910"
"","$1,470",$940,$74,"$3,908","$5,765","$2,419","$15,286","$8,016","$32,775"
"Shark, spiny dogfish",691,,,5,49,,575,,
"","$1,289",,,$11,$91,,"$1,072",,
"Shark, swell",,,,,,,210,,
"",,,,,,,$120,,
"Shark, thresher","2,403",132,111,"3,129","30,012","20,499","149,823","112,734","86,197"
"","$3,511",$211,$161,"$4,189","$42,112","$28,859","$214,953","$162,345","$129,202"
"Shark, unspecified",43,,52,"2,091","2,450",56,976,"3,704",113
"",$51,,$9,"$1,069","$1,506",$18,$515,$781,$91
"Shark, white",,392,,,,,41,,79
"",,$86,,,,,$38,,$356
"Sheephead, California",,,,,208,"5,149","146,806","40,076","59,797"
"",,,,,$211,"$10,417","$386,036","$111,808","$185,333"
Silversides,,,,,,,,162,
"",,,,,,,,$37,
"Skate, thornback",,,,,,,,18,
"",,,,,,,,$5,
"Skate, unspecified","1,373,004","141,277","3,551","209,015","75,045","6,587","3,085","18,284",228
"","$273,977","$23,608",$639,"$63,083","$21,372","$2,550","$1,462","$5,415",$185
"Smelt, night","1,229,798","23,591",84,310,337,,,,
"","$320,767","$6,787",$27,$250,$369,,,,
"Smelt, surf","792,321","5,056",146,323,"21,223",231,,,
"","$183,613","$1,162",$78,$600,"$4,601",$116,,,
Table 5j (continued) Fish:,Eureka,Fort Bragg,Bodega Bay,San Francisco,Monterey,Morro Bay,Santa Barbara,Los Angeles,San Diego
"Smelt, whitebait",579,,,,541,,,875,
"",$145,,,,$412,,,$525,
"Sole, butter","1,897",,,,,,,,
"","$1,648",,,,,,,,
"Sole, Dover","4,005,251","2,499,724","1,212,498","1,770,157","1,697,316","2,916,998","2,382","3,209",5
"","$1,223,890","$746,664","$359,712","$469,381","$520,372","$922,750",$839,"$1,495",$2
"Sole, English","318,300","188,671","101,582","435,710","217,507","18,908",102,433,
"","$115,500","$69,793","$38,215","$167,140","$80,329","$7,315",$72,$156,
"Sole, fantail",,,,107,,"1,427",,,
"",,,,$107,,"$1,437",,,
"Sole, petrale","808,292","166,701","55,481","404,386","245,568","121,012","1,894",305,
"","$663,897","$138,288","$58,858","$369,033","$258,178","$124,905","$2,109",$271,
"Sole, rex","293,968","161,924","56,754","158,764","214,315","211,144",744,346,24
"","$111,104","$60,345","$20,856","$56,667","$77,430","$82,381",$441,$162,$36
"Sole, rock",24,"3,769",28,"3,831",167,3,,,
"",$6,"$1,501",$11,"$1,775",$72,$5,,,
"Sole, sand","50,750",39,354,"75,961","4,264","5,780",,,
"","$35,868",$28,$217,"$66,604","$4,033","$5,445",,,
"Sole, slender",41,,,,,,,,
"",$4,,,,,,,,
"Sole, unspecified",,85,,75,330,310,"14,533","49,699",359
"",,$43,,$46,$130,$412,"$9,431","$22,849",$247
Stingray,,,,55,,,20,50,
"",,,,$41,,,$10,$5,
"Surfperch, barred",293,33,"3,060",68,552,"29,152",11,,
"",$176,$33,"$1,479",$204,$876,"$49,929",$17,,
"Surfperch, black",,,,,,,20,,
"",,,,,,,$10,,
"Surfperch, dwarf",,6,,,,,,,
"",,$7,,,,,,,
"Surfperch, pile","3,493",,,,,,,,
"","$3,199",,,,,,,,
"Surfperch, rainbow",,,,46,2,,,,
"",,,,$69,$1,,,,
"Surfperch, redtail","31,967",523,,78,,205,,,
"","$34,034",$578,,$27,,$357,,,
"Surfperch, rubberlip",,,,84,,25,285,536,
"",,,,$110,,$25,$420,$509,
Table 5j (continued) Fish:,Eureka,Fort Bragg,Bodega Bay,San Francisco,Monterey,Morro Bay,Santa Barbara,Los Angeles,San Diego
"Surfperch, unspecified",13,,404,"7,335",7,"2,534",363,"2,720",130
"",$8,,$458,"$10,838",$4,"$3,936",$358,"$2,127",$106
"Surfperch, walleye","1,258",,,,,,,,
"","$1,111",,,,,,,,
Swordfish,"34,960","4,216","20,709","120,203","442,395","73,213","372,479","341,368","357,857"
"","$125,792","$13,421","$66,763","$421,765","$1,503,430","$247,621","$787,540","$1,319,823","$1,342,432"
"Thornyhead, longspine","2,426,660","934,685","237,340","463,260","562,758","757,014","28,337","9,007",945
"","$2,000,104","$790,177","$182,419","$369,133","$560,226","$668,842","$23,990","$7,625",$800
"Thornyhead, shortspine","621,777","266,155","89,344","120,665","166,484","259,032","14,969","4,262",436
"","$613,116","$280,637","$90,568","$129,998","$168,112","$216,305","$14,728","$4,193",$428
Thornyheads (unspecified),"26,637","2,258","5,431","38,107","112,330","15,855","12,811","117,905","13,798"
"","$24,247","$2,834","$4,345","$39,531","$117,386","$13,844","$10,436","$167,015","$12,691"
"Tomcod, Pacific","10,566","2,855",,,,,,,
"","$1,398",$343,,,,,,,
"Tuna, albacore","1,280,884","189,930","31,612","115,524","475,663","71,756","6,815","9,155,971","3,849"
"","$1,154,768","$159,234","$38,149","$108,985","$378,154","$64,441","$5,245","$8,820,738","$2,247"
"Tuna, bigeye",,,,,166,,"72,662","36,812","1,365"
"",,,,,$332,,"$156,069","$103,811","$3,782"
"Tuna, bluefin","4,186",41,750,"12,361","25,843","30,095","6,861","10,239,987","7,475"
"","$7,213",$41,"$1,333","$18,337","$44,283","$40,329","$30,345","$3,890,328","$10,236"
"Tuna, skipjack",,,101,10,17,153,115,"11,902,217","121,956"
"",,,$169,$5,$14,$686,$52,"$3,949,762","$33,709"
"Tuna, skipjack, black",,,,,,,,"184,420",
"",,,,,,,,"$37,067",
"Tuna, unspecified",,,,,169,138,864,"5,022",755
"",,,,,$169,$345,$821,"$29,333","$1,414"
"Tuna, yellowfin",,,,"2,480",276,,"4,088","7,345,211","24,265"
"",,,,"$8,060",$690,,"$5,743","$3,084,961","$40,991"
Turbot,"8,954",,,"6,105",88,937,,366,
"","$2,137",,,"$1,932",$28,$355,,$162,
"Turbot, hornyhead",,,,,,105,,,
"",,,,,,$37,,,
Wahoo,,,,,,,521,"2,931",
"",,,,,,,$616,"$2,931",
"Whitefish, ocean",,,,,,,"26,557","1,426","3,467"
"",,,,,,,"$17,861",$587,"$1,991"
"Whiting, Pacific","6,393,643",627,,102,6,,60,646,100
"","$237,757",$226,,$11,$3,,$26,$821,$50
Table 5j (continued) Fish:,Eureka,Fort Bragg,Bodega Bay,San Francisco,Monterey,Morro Bay,Santa Barbara,Los Angeles,San Diego
Yellowtail,,,,,,,"2,188","11,285","16,207"
"",,,,,,,"$3,359","$12,738","$22,508"
Zebraperch,,,,,,5,,,
"",,,,,,$10,,,
"",,,,,,,,,
Rockfish:,,,,,,,,,
"Rockfish, bank","1,466",,,"43,655","7,575","8,984","3,457",558,944
"",$783,,,"$18,593","$2,782","$3,839","$1,768",$335,$733
"Rockfish, black","235,801","4,692","5,944","24,277","2,171",7,,37,
"","$126,849","$2,481","$2,817","$18,300","$2,354",$4,,$7,
"Rockfish, black-and-yellow",,7,,,,,,,
"",,$30,,,,,,,
"Rockfish, blackgill",2,"1,798","2,789","13,236","56,699","21,173","126,597","218,292","39,273"
"",$2,"$1,347","$1,609","$7,005","$29,432","$10,191","$102,857","$162,784","$39,692"
"Rockfish, blue","9,902","1,457","4,578","3,400","2,592","1,832","1,550",,
"","$5,864",$744,"$2,461","$3,162","$1,568",$934,$618,,
"Rockfish, bocaccio","72,825","38,713","84,828","225,919","251,401","210,023","84,869","40,661","12,806"
"","$33,680","$13,578","$35,178","$96,709","$91,154","$85,080","$41,033","$25,172","$9,832"
