"source","table","season","year","region_type","region","length_class_system","length_class_group","length_class","length_class_floor","nvessels"
"FB 166","Table 5","1974-75",1974,"state","Statewide","1970-1976: 5-ft bins (181+ max)","40-64","51-55",51,151
"FB 166","Table 5","1974-75",1974,"state","Statewide","1970-1976: 5-ft bins (181+ max)","40-64","56-60",56,165
"FB 166","Table 5","1974-75",1974,"state","Statewide","1970-1976: 5-ft bins (181+ max)","40-64","61-65",61,116
"FB 166","Table 5","1974-75",1974,"state","Statewide","1970-1976: 5-ft bins (181+ max)","65-84","66-70",66,40
"FB 166","Table 5","1974-75",1974,"state","Statewide","1970-1976: 5-ft bins (181+ max)","65-84","71-75",71,43
"FB 166","Table 5","1974-75",1974,"state","Statewide","1970-1976: 5-ft bins (181+ max)","65-84","76-80",76,31
"FB 166","Table 5","1974-75",1974,"state","Statewide","1970-1976: 5-ft bins (181+ max)","65-84","81-85",81,23
"FB 166","Table 5","1974-75",1974,"state","Statewide","1970-1976: 5-ft bins (181+ max)","85+","101-105",101,5
"FB 166","Table 5","1974-75",1974,"state","Statewide","1970-1976: 5-ft bins (181+ max)","85+","106-110",106,5
"FB 166","Table 5","1974-75",1974,"state","Statewide","1970-1976: 5-ft bins (181+ max)","85+","111-115",111,6
"FB 166","Table 5","1974-75",1974,"state","Statewide","1970-1976: 5-ft bins (181+ max)","85+","116-120",116,9
"FB 166","Table 5","1974-75",1974,"state","Statewide","1970-1976: 5-ft bins (181+ max)","85+","121-125",121,2
"FB 166","Table 5","1974-75",1974,"state","Statewide","1970-1976: 5-ft bins (181+ max)","85+","126-130",126,1
"FB 166","Table 5","1974-75",1974,"state","Statewide","1970-1976: 5-ft bins (181+ max)","85+","131-135",131,6
"FB 166","Table 5","1974-75",1974,"state","Statewide","1970-1976: 5-ft bins (181+ max)","85+","136-140",136,10
"FB 166","Table 5","1974-75",1974,"state","Statewide","1970-1976: 5-ft bins (181+ max)","85+","141-145",141,1
"FB 166","Table 5","1974-75",1974,"state","Statewide","1970-1976: 5-ft bins (181+ max)","85+","146-150",146,0
"FB 166","Table 5","1974-75",1974,"state","Statewide","1970-1976: 5-ft bins (181+ max)","85+","151-155",151,16
"FB 166","Table 5","1974-75",1974,"state","Statewide","1970-1976: 5-ft bins (181+ max)","85+","156-160",156,5
"FB 166","Table 5","1974-75",1974,"state","Statewide","1970-1976: 5-ft bins (181+ max)","85+","161-165",161,3
"FB 166","Table 5","1974-75",1974,"state","Statewide","1970-1976: 5-ft bins (181+ max)","85+","166-170",166,3
"FB 166","Table 5","1974-75",1974,"state","Statewide","1970-1976: 5-ft bins (181+ max)","85+","171-175",171,5
"FB 166","Table 5","1974-75",1974,"state","Statewide","1970-1976: 5-ft bins (181+ max)","85+","176-180",176,0
"FB 166","Table 5","1974-75",1974,"state","Statewide","1970-1976: 5-ft bins (181+ max)","85+","181+",181,34
"FB 166","Table 5","1974-75",1974,"state","Statewide","1970-1976: 5-ft bins (181+ max)","85+","86-90",86,11
"FB 166","Table 5","1974-75",1974,"state","Statewide","1970-1976: 5-ft bins (181+ max)","85+","91-95",91,9
"FB 166","Table 5","1974-75",1974,"state","Statewide","1970-1976: 5-ft bins (181+ max)","85+","96-100",96,6
"FB 168","Table 5","1975-76",1975,"state","Statewide","1970-1976: 5-ft bins (181+ max)","0-24","0-10",0,1
"FB 168","Table 5","1975-76",1975,"state","Statewide","1970-1976: 5-ft bins (181+ max)","0-24","11-15",11,144
"FB 168","Table 5","1975-76",1975,"state","Statewide","1970-1976: 5-ft bins (181+ max)","0-24","16-20",16,1287
"FB 168","Table 5","1975-76",1975,"state","Statewide","1970-1976: 5-ft bins (181+ max)","0-24","21-25",21,1322
"FB 168","Table 5","1975-76",1975,"state","Statewide","1970-1976: 5-ft bins (181+ max)","25-39","26-30",26,884
"FB 168","Table 5","1975-76",1975,"state","Statewide","1970-1976: 5-ft bins (181+ max)","25-39","31-35",31,716
"FB 168","Table 5","1975-76",1975,"state","Statewide","1970-1976: 5-ft bins (181+ max)","25-39","36-40",36,916
"FB 168","Table 5","1975-76",1975,"state","Statewide","1970-1976: 5-ft bins (181+ max)","40-64","41-45",41,472
"FB 168","Table 5","1975-76",1975,"state","Statewide","1970-1976: 5-ft bins (181+ max)","40-64","46-50",46,343
"FB 168","Table 5","1975-76",1975,"state","Statewide","1970-1976: 5-ft bins (181+ max)","40-64","51-55",51,157
"FB 168","Table 5","1975-76",1975,"state","Statewide","1970-1976: 5-ft bins (181+ max)","40-64","56-60",56,162
"FB 168","Table 5","1975-76",1975,"state","Statewide","1970-1976: 5-ft bins (181+ max)","40-64","61-65",61,133
"FB 168","Table 5","1975-76",1975,"state","Statewide","1970-1976: 5-ft bins (181+ max)","65-84","66-70",66,45
"FB 168","Table 5","1975-76",1975,"state","Statewide","1970-1976: 5-ft bins (181+ max)","65-84","71-75",71,42
"FB 168","Table 5","1975-76",1975,"state","Statewide","1970-1976: 5-ft bins (181+ max)","65-84","76-80",76,37
"FB 168","Table 5","1975-76",1975,"state","Statewide","1970-1976: 5-ft bins (181+ max)","65-84","81-85",81,20
"FB 168","Table 5","1975-76",1975,"state","Statewide","1970-1976: 5-ft bins (181+ max)","85+","101-105",101,6
"FB 168","Table 5","1975-76",1975,"state","Statewide","1970-1976: 5-ft bins (181+ max)","85+","106-110",106,3
"FB 168","Table 5","1975-76",1975,"state","Statewide","1970-1976: 5-ft bins (181+ max)","85+","111-115",111,3
"FB 168","Table 5","1975-76",1975,"state","Statewide","1970-1976: 5-ft bins (181+ max)","85+","116-120",116,8
"FB 168","Table 5","1975-76",1975,"state","Statewide","1970-1976: 5-ft bins (181+ max)","85+","121-125",121,4
"FB 168","Table 5","1975-76",1975,"state","Statewide","1970-1976: 5-ft bins (181+ max)","85+","126-130",126,1
"FB 168","Table 5","1975-76",1975,"state","Statewide","1970-1976: 5-ft bins (181+ max)","85+","131-135",131,5
"FB 168","Table 5","1975-76",1975,"state","Statewide","1970-1976: 5-ft bins (181+ max)","85+","136-140",136,9
"FB 168","Table 5","1975-76",1975,"state","Statewide","1970-1976: 5-ft bins (181+ max)","85+","141-145",141,1
"FB 168","Table 5","1975-76",1975,"state","Statewide","1970-1976: 5-ft bins (181+ max)","85+","146-150",146,0
"FB 168","Table 5","1975-76",1975,"state","Statewide","1970-1976: 5-ft bins (181+ max)","85+","151-155",151,14
"FB 168","Table 5","1975-76",1975,"state","Statewide","1970-1976: 5-ft bins (181+ max)","85+","156-160",156,3
"FB 168","Table 5","1975-76",1975,"state","Statewide","1970-1976: 5-ft bins (181+ max)","85+","161-165",161,4
"FB 168","Table 5","1975-76",1975,"state","Statewide","1970-1976: 5-ft bins (181+ max)","85+","166-170",166,3
"FB 168","Table 5","1975-76",1975,"state","Statewide","1970-1976: 5-ft bins (181+ max)","85+","171-175",171,5
"FB 168","Table 5","1975-76",1975,"state","Statewide","1970-1976: 5-ft bins (181+ max)","85+","176-180",176,1
"FB 168","Table 5","1975-76",1975,"state","Statewide","1970-1976: 5-ft bins (181+ max)","85+","181+",181,40
"FB 168","Table 5","1975-76",1975,"state","Statewide","1970-1976: 5-ft bins (181+ max)","85+","86-90",86,13
"FB 168","Table 5","1975-76",1975,"state","Statewide","1970-1976: 5-ft bins (181+ max)","85+","91-95",91,8
"FB 168","Table 5","1975-76",1975,"state","Statewide","1970-1976: 5-ft bins (181+ max)","85+","96-100",96,6
"FB 170","Table 5","1976-77",1976,"state","Statewide","1970-1976: 5-ft bins (181+ max)","0-24","0-10",0,3
"FB 170","Table 5","1976-77",1976,"state","Statewide","1970-1976: 5-ft bins (181+ max)","0-24","11-15",11,165
"FB 170","Table 5","1976-77",1976,"state","Statewide","1970-1976: 5-ft bins (181+ max)","0-24","16-20",16,1391
"FB 170","Table 5","1976-77",1976,"state","Statewide","1970-1976: 5-ft bins (181+ max)","0-24","21-25",21,1475
"FB 170","Table 5","1976-77",1976,"state","Statewide","1970-1976: 5-ft bins (181+ max)","25-39","26-30",26,983
"FB 170","Table 5","1976-77",1976,"state","Statewide","1970-1976: 5-ft bins (181+ max)","25-39","31-35",31,722
"FB 170","Table 5","1976-77",1976,"state","Statewide","1970-1976: 5-ft bins (181+ max)","25-39","36-40",36,924
"FB 170","Table 5","1976-77",1976,"state","Statewide","1970-1976: 5-ft bins (181+ max)","40-64","41-45",41,488
"FB 170","Table 5","1976-77",1976,"state","Statewide","1970-1976: 5-ft bins (181+ max)","40-64","46-50",46,352
"FB 170","Table 5","1976-77",1976,"state","Statewide","1970-1976: 5-ft bins (181+ max)","40-64","51-55",51,175
"FB 170","Table 5","1976-77",1976,"state","Statewide","1970-1976: 5-ft bins (181+ max)","40-64","56-60",56,179
"FB 170","Table 5","1976-77",1976,"state","Statewide","1970-1976: 5-ft bins (181+ max)","40-64","61-65",61,138
"FB 170","Table 5","1976-77",1976,"state","Statewide","1970-1976: 5-ft bins (181+ max)","65-84","66-70",66,42
"FB 170","Table 5","1976-77",1976,"state","Statewide","1970-1976: 5-ft bins (181+ max)","65-84","71-75",71,42
"FB 170","Table 5","1976-77",1976,"state","Statewide","1970-1976: 5-ft bins (181+ max)","65-84","76-80",76,28
"FB 170","Table 5","1976-77",1976,"state","Statewide","1970-1976: 5-ft bins (181+ max)","65-84","81-85",81,24
"FB 170","Table 5","1976-77",1976,"state","Statewide","1970-1976: 5-ft bins (181+ max)","85+","101-105",101,4
"FB 170","Table 5","1976-77",1976,"state","Statewide","1970-1976: 5-ft bins (181+ max)","85+","106-110",106,3
"FB 170","Table 5","1976-77",1976,"state","Statewide","1970-1976: 5-ft bins (181+ max)","85+","111-115",111,3
"FB 170","Table 5","1976-77",1976,"state","Statewide","1970-1976: 5-ft bins (181+ max)","85+","116-120",116,6
"FB 170","Table 5","1976-77",1976,"state","Statewide","1970-1976: 5-ft bins (181+ max)","85+","121-125",121,4
"FB 170","Table 5","1976-77",1976,"state","Statewide","1970-1976: 5-ft bins (181+ max)","85+","126-130",126,2
"FB 170","Table 5","1976-77",1976,"state","Statewide","1970-1976: 5-ft bins (181+ max)","85+","131-135",131,5
"FB 170","Table 5","1976-77",1976,"state","Statewide","1970-1976: 5-ft bins (181+ max)","85+","136-140",136,8
"FB 170","Table 5","1976-77",1976,"state","Statewide","1970-1976: 5-ft bins (181+ max)","85+","141-145",141,1
"FB 170","Table 5","1976-77",1976,"state","Statewide","1970-1976: 5-ft bins (181+ max)","85+","146-150",146,0
"FB 170","Table 5","1976-77",1976,"state","Statewide","1970-1976: 5-ft bins (181+ max)","85+","151-155",151,16
"FB 170","Table 5","1976-77",1976,"state","Statewide","1970-1976: 5-ft bins (181+ max)","85+","156-160",156,3
"FB 170","Table 5","1976-77",1976,"state","Statewide","1970-1976: 5-ft bins (181+ max)","85+","161-165",161,3
"FB 170","Table 5","1976-77",1976,"state","Statewide","1970-1976: 5-ft bins (181+ max)","85+","166-170",166,2
"FB 170","Table 5","1976-77",1976,"state","Statewide","1970-1976: 5-ft bins (181+ max)","85+","171-175",171,5
"FB 170","Table 5","1976-77",1976,"state","Statewide","1970-1976: 5-ft bins (181+ max)","85+","176-180",176,0
"FB 170","Table 5","1976-77",1976,"state","Statewide","1970-1976: 5-ft bins (181+ max)","85+","181+",181,44
"FB 170","Table 5","1976-77",1976,"state","Statewide","1970-1976: 5-ft bins (181+ max)","85+","86-90",86,8
"FB 170","Table 5","1976-77",1976,"state","Statewide","1970-1976: 5-ft bins (181+ max)","85+","91-95",91,10
"FB 170","Table 5","1976-77",1976,"state","Statewide","1970-1976: 5-ft bins (181+ max)","85+","96-100",96,5
